iter	Passed	Remaining
753	1237	403
754	1238	401
755	1239	400
756	1240	398
757	1242	396
758	1243	394
759	1244	393
760	1246	391
761	1247	389
762	1248	387
763	1249	386
764	1250	384
765	1252	382
766	1253	380
767	1254	379
768	1255	377
769	1256	375
770	1257	373
771	1259	371
772	1260	370
773	1261	368
774	1262	366
775	1263	364
776	1264	362
777	1265	361
778	1267	359
779	1268	357
780	1269	355
781	1270	354
782	1271	352
783	1273	350
784	1274	349
785	1275	347
786	1277	345
787	1278	344
788	1279	342
789	1281	340
790	1282	338
791	1283	337
792	1284	335
793	1285	333
794	1287	331
795	1288	330
796	1289	328
797	1291	326
798	1292	325
799	1293	323
800	1294	321
801	1297	320
802	1299	318
803	1300	317
804	1301	315
805	1303	313
806	1304	311
807	1306	310
808	1307	308
809	1310	307
810	1311	305
811	1312	303
812	1314	302
813	1315	300
814	1316	298
815	1317	297
816	1319	295
817	1320	293
818	1321	292
819	1322	290
820	1323	288
821	1325	286
822	1326	285
823	1327	283
824	1328	281
825	1330	280
826	1331	278
827	1333	276
828	1335	275
829	1336	273
830	1340	272
831	1341	270
832	1342	269
833	1343	267
834	1344	265
835	1345	264
836	1346	262
837	1348	260
838	1349	258
839	1351	257
840	1352	255
841	1355	254
842	1356	252
843	1357	250
844	1359	249
845	1360	247
846	1361	245
847	1362	244
848	1363	242
849	1364	240
850	1365	239
851	1367	237
852	1368	235
853	1369	234
854	1370	232
855	1372	230
856	1373	229
857	1374	227
858	1375	225
859	1377	224
860	1378	222
861	1380	220
862	1381	219
863	1382	217
864	1383	215
865	1384	214
866	1385	212
867	1386	210
868	1387	209
869	1388	207
870	1389	205
871	1391	204
872	1392	202
873	1393	200
874	1394	199
875	1396	197
876	1398	196
877	1399	194
878	1400	192
879	1401	191
880	1403	189
881	1404	187
882	1405	186
883	1406	184
884	1408	182
885	1409	181
886	1410	179
887	1411	178
888	1413	176
889	1414	174
890	1415	173
891	1416	171
892	1417	169
893	1418	168
894	1420	166
895	1422	165
896	1424	163
897	1425	161
898	1427	160
899	1428	158
900	1430	157
901	1431	155
902	1432	153
903	1433	152
904	1434	150
905	1435	148
906	1436	147
907	1438	145
908	1439	144
909	1440	142
910	1441	140
911	1442	139
912	1444	137
913	1445	135
914	1446	134
915	1447	132
916	1448	131
917	1450	129
918	1451	127
919	1452	126
920	1453	124
921	1454	123
922	1455	121
923	1456	119
924	1457	118
925	1458	116
926	1459	114
927	1460	113
928	1462	111
929	1463	110
930	1464	108
931	1465	106
932	1466	105
933	1467	103
934	1468	102
935	1469	100
936	1470	98
937	1471	97
938	1472	95
939	1473	94
940	1474	92
941	1476	90
942	1477	89
943	1478	87
944	1479	86
945	1480	84
946	1481	82
947	1482	81
948	1483	79
949	1484	78
950	1485	76
951	1486	74
952	1487	73
953	1489	71
954	1490	70
955	1492	68
956	1493	67
957	1494	65
958	1496	63
959	1498	62
960	1499	60
961	1500	59
962	1502	57
963	1503	56
964	1504	54
965	1505	52
966	1506	51
967	1508	49
968	1509	48
969	1510	46
970	1512	45
971	1514	43
972	1515	42
973	1516	40
974	1518	38
975	1519	37
976	1520	35
977	1521	34
978	1522	32
979	1523	31
980	1525	29
981	1526	27
982	1527	26
983	1528	24
984	1530	23
985	1531	21
986	1532	20
987	1533	18
988	1535	17
989	1536	15
990	1537	13
991	1538	12
992	1540	10
993	1541	9
994	1542	7
995	1544	6
996	1545	4
997	1546	3
998	1547	1
999	1549	0
